Significant	-Log(P-value)	Difference	Protein IDs	Majority protein IDs	Fasta headers	Symbol color	Symbol type	Symbol size	Show label	Only identified by site	Reverse	Potential contaminant	ProteasomeAnnotation	SubComplexAnnotation	GraphGroup	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS Count	LFQ intensity Col0_Minus_BR1	LFQ intensity Col0_Minus_BR2	LFQ intensity Col0_Minus_BR3	LFQ intensity Col0_Plus_BR1	LFQ intensity Col0_Plus_BR2	LFQ intensity Col0_Plus_BR3	LFQ intensity PAG1_Minus_BR1	LFQ intensity PAG1_Minus_BR2	LFQ intensity PAG1_Minus_BR3	LFQ intensity PAG1_Plus_BR1	LFQ intensity PAG1_Plus_BR2	LFQ intensity PAG1_Plus_BR3	LFQ intensity RPT4a_Minus_BR1	LFQ intensity RPT4a_Minus_BR2	LFQ intensity RPT4a_Minus_BR3	LFQ intensity RPT4a_Plus_BR1	LFQ intensity RPT4a_Plus_BR2	LFQ intensity RPT4a_Plus_BR3	LFQ intensity RPT4b_Minus_BR1	LFQ intensity RPT4b_Minus_BR2	LFQ intensity RPT4b_Minus_BR3	LFQ intensity RPT4b_Plus_BR1	LFQ intensity RPT4b_Plus_BR2	LFQ intensity RPT4b_Plus_BR3
	0.524457013	0.541361491	AT1G02560.1	AT1G02560.1	"AT1G02560.1 | Symbols: CLPP5, NCLPP5, NCLPP1 | nuclear encoded CLP protease 5 | chr1:538000-539805 FORWARD LENGTH=298"	Color [DarkGray]	1	4								6	6	6	22.5	22.5	22.5	32.356	0	15.958	227590000	20	22.13	22.19732	23.49415	19.53214	22.00796	22.6522	22.28303	22.41528	22.57526	21.19404	18.68667	20.95062	23.25571	22.9597	23.23014	20.77267	18.70823	21.18927	23.78774	22.34802	23.62496	20.81009	19.05523	22.77256
	1.212582642	0.520353317	AT1G02780.1;AT4G02230.1	AT1G02780.1;AT4G02230.1	AT1G02780.1 | Symbols: emb2386 | Ribosomal protein L19e family protein | chr1:608120-609391 REVERSE LENGTH=214;AT4G02230.1 | Symbols:  | Ribosomal protein L19e family protein | chr4:979391-980640 REVERSE LENGTH=208	Color [DarkGray]	1	4								12	12	10	43.9	43.9	35.5	24.606	0	128.68	5232500000	327	26.42699	26.83222	26.26958	24.13091	24.58585	26.12259	27.33306	27.6276	27.62659	26.6392	25.42913	26.80422	27.06788	27.20242	26.81955	26.22864	25.01218	27.03765	27.19481	26.85088	27.18486	26.76244	25.44588	26.80246
	2.774281179	1.174754461	AT1G02890.1;AT4G02480.1;AT1G02890.2;AT1G62130.1;AT4G24860.1	AT1G02890.1;AT4G02480.1;AT1G02890.2	AT1G02890.1 | Symbols:  | AAA-type ATPase family protein | chr1:645372-651797 REVERSE LENGTH=1246;AT4G02480.1 | Symbols:  | AAA-type ATPase family protein | chr4:1082082-1088680 REVERSE LENGTH=1265;AT1G02890.2 | Symbols:  | AAA-type ATPase family protein |	Color [DarkGray]	1	4								3	3	3	4.4	4.4	4.4	135.99	0	35.95	103770000	9	20.33405	20.23783	19.83012	20.14337	19.55281	19.47589	23.56842	24.09097	22.2199	21.70244	20.48956	21.01393	21.28997	21.35751	21.27878	21.38005	20.17524	21.53957	21.17316	20.81836	19.49794	20.76077	18.25423	21.74181
	0.434861179	0.874773661	AT1G02920.1;AT1G02930.2;AT1G02930.1	AT1G02920.1;AT1G02930.2;AT1G02930.1	"AT1G02920.1 | Symbols: ATGSTF7, GST11, ATGSTF8, GSTF7, ATGST11 | glutathione S-transferase 7 | chr1:658886-659705 REVERSE LENGTH=209;AT1G02930.2 | Symbols: GSTF6 | glutathione S-transferase 6 | chr1:661363-662191 REVERSE LENGTH=208;AT1G02930.1 | Symbols: A"	Color [DarkGray]	1	4								4	3	3	25.4	21.5	21.5	23.598	0	5.6366	72715000	6	20.02425	20.99259	20.22505	20.01045	21.05931	19.55835	19.88881	20.16955	20.03073	22.30855	20.36745	20.74228	22.46339	19.73644	21.66637	23.586	20.68337	22.37366	23.11644	20.6227	20.68577	21.87748	20.24108	21.21454
	0.960161767	0.941586177	AT1G03130.1;AT4G02770.1	AT1G03130.1;AT4G02770.1	AT1G03130.1 | Symbols: PSAD-2 | photosystem I subunit D-2 | chr1:753528-754142 REVERSE LENGTH=204;AT4G02770.1 | Symbols: PSAD-1 | photosystem I subunit D-1 | chr4:1229247-1229873 REVERSE LENGTH=208	Color [DarkGray]	1	4								4	4	4	20.1	20.1	20.1	22.306	0	11.703	217370000	39	22.22182	21.57162	23.06489	19.17529	21.74008	22.13347	22.36946	21.60467	22.0459	19.85176	22.79826	21.2487	23.53722	23.0649	23.08097	19.46341	17.90011	20.95767	22.91717	22.92113	23.02491	20.60415	23.07629	23.34945
	0.765276987	-0.274177551	AT1G03220.1	AT1G03220.1	AT1G03220.1 | Symbols:  | Eukaryotic aspartyl protease family protein | chr1:787143-788444 FORWARD LENGTH=433	Color [DarkGray]	1	4								2	2	1	8.5	8.5	5.1	45.717	0	8.4703	20491000	3	20.10649	19.82836	19.91424	21.91356	20.45435	20.48729	20.0009	20.28832	20.14166	19.16667	19.21614	19.43329	19.79666	19.83917	19.39073	22.84378	19.90462	19.50253	19.78492	19.39335	19.60931	19.31024	20.10652	19.67249
	0.121731983	-0.286498388	AT1G03475.1;AT4G03205.1;AT4G03205.2	AT1G03475.1;AT4G03205.1;AT4G03205.2	"AT1G03475.1 | Symbols: LIN2, HEMF1, ATCPO-I | Coproporphyrinogen III oxidase | chr1:869302-871175 REVERSE LENGTH=386;AT4G03205.1 | Symbols: hemf2 | Coproporphyrinogen III oxidase | chr4:1412814-1413765 FORWARD LENGTH=233;AT4G03205.2 | Symbols: hemf2 | Copr"	Color [DarkGray]	1	4								2	2	2	6.5	6.5	6.5	43.796	0.003006	3.2587	77314000	2	20.1793	21.92564	21.68577	18.74904	20.19399	19.63136	21.03742	22.98433	21.16737	20.86601	20.22244	18.7652	22.20789	20.78906	19.93427	18.79518	19.76886	18.75984	19.89192	18.7659	19.70792	18.64983	24.29165	20.09974
	1.222610796	-1.878492991	AT1G03600.1	AT1G03600.1	AT1G03600.1 | Symbols: PSB27 | photosystem II family protein | chr1:898916-899440 FORWARD LENGTH=174	Color [DarkGray]	1	4								3	3	3	29.9	29.9	29.9	18.834	0	7.0161	101590000	10	20.85254	21.68985	23.08057	19.80635	20.05456	22.1198	20.81201	20.39346	20.94431	20.75092	21.98302	25.77057	19.89849	20.58249	19.5065	20.45271	18.4888	20.60206	19.98665	20.32227	20.61973	20.28794	23.31824	20.6969
	2.664126965	1.67652003	AT1G03630.2;AT1G03630.1	AT1G03630.2;AT1G03630.1	"AT1G03630.2 | Symbols: POR C, PORC | protochlorophyllide oxidoreductase C | chr1:907699-909245 FORWARD LENGTH=399;AT1G03630.1 | Symbols: POR C, PORC | protochlorophyllide oxidoreductase C | chr1:907699-909245 FORWARD LENGTH=401"	Color [DarkGray]	1	4								3	2	2	9.8	7.8	7.8	43.625	0	5.7906	192890000	11	22.20504	21.83125	21.49339	20.41338	22.33199	21.73365	22.09992	21.57076	19.54283	19.66573	19.44456	20.42239	23.76173	23.4187	23.37881	20.34045	19.60764	20.47729	22.76254	23.15443	22.60653	22.08759	22.93455	21.26785
	0.313916687	-0.958370209	AT1G03680.1	AT1G03680.1	"AT1G03680.1 | Symbols: ATHM1, TRX-M1, ATM1, THM1 | thioredoxin M-type 1 | chr1:916990-917865 REVERSE LENGTH=179"	Color [DarkGray]	1	4								2	2	2	15.6	15.6	15.6	19.664	0	8.6498	40159000	9	20.70614	21.94552	22.07614	19.73474	19.17847	21.07767	19.39576	21.36573	18.82753	20.61424	19.71108	20.31015	22.94803	19.28461	19.62005	19.28197	21.56511	19.30086	22.32059	20.21686	20.42145	20.177	18.83773	18.92129
	0.037300399	-0.038836161	AT1G04170.1	AT1G04170.1	AT1G04170.1 | Symbols: EIF2 GAMMA | eukaryotic translation initiation factor 2 gamma subunit | chr1:1097423-1099702 FORWARD LENGTH=465	Color [DarkGray]	1	4								4	4	4	14.4	14.4	14.4	50.853	0	8.2331	127020000	18	22.22111	21.87924	22.4632	21.78485	18.73133	21.30944	22.33952	23.2553	20.60181	22.27369	18.96662	19.25188	22.28401	22.60506	21.55796	20.20713	18.74277	20.32912	23.03132	21.92578	23.01621	19.13091	19.94671	19.94226
	1.789935442	2.248523712	AT1G04270.2;AT1G04270.1;AT5G43640.1;AT5G09500.1;AT5G09490.1	AT1G04270.2;AT1G04270.1	AT1G04270.2 | Symbols: RPS15 | cytosolic ribosomal protein S15 | chr1:1141852-1142960 REVERSE LENGTH=151;AT1G04270.1 | Symbols: RPS15 | cytosolic ribosomal protein S15 | chr1:1141852-1142960 REVERSE LENGTH=152	Color [DarkGray]	1	4								9	9	2	72.8	72.8	10.6	17.058	0	50.041	96971000	12	19.78624	19.91334	21.50842	19.05955	19.84046	20.30642	22.14829	22.49183	22.67559	19.88104	21.36102	21.88709	22.65182	22.47736	22.82439	21.82576	19.03909	22.12811	22.57662	22.9844	23.10366	20.04524	21.88693	20.02698
	0.54248442	0.408952713	AT1G04410.1;AT5G43330.1;AT5G56720.1	AT1G04410.1	AT1G04410.1 | Symbols:  | Lactate/malate dehydrogenase family protein | chr1:1189418-1191267 REVERSE LENGTH=332	Color [DarkGray]	1	4								14	14	14	52.1	52.1	52.1	35.571	0	188.08	2039600000	227	24.63891	25.50814	24.8661	24.92435	24.29099	24.08211	24.98666	26.90113	25.89675	26.26854	24.72455	24.91105	25.6044	24.99828	25.63732	26.27702	24.51749	24.68581	26.27026	24.69834	24.54189	25.32101	24.3805	24.37311
	0.526021224	0.515858332	AT3G04400.2;AT3G04400.1;AT2G33370.1;AT1G04480.1	AT3G04400.2;AT3G04400.1;AT2G33370.1;AT1G04480.1	AT3G04400.2 | Symbols: emb2171 | Ribosomal protein L14p/L23e family protein | chr3:1167611-1168308 FORWARD LENGTH=125;AT3G04400.1 | Symbols: emb2171 | Ribosomal protein L14p/L23e family protein | chr3:1167339-1168308 FORWARD LENGTH=140;AT2G33370.1 | Symbol	Color [DarkGray]	1	4								12	12	12	84.8	84.8	84.8	13.406	0	88.212	3983900000	165	26.77947	26.99038	26.00632	23.61437	23.29404	21.71264	27.31565	28.05413	27.77079	23.75969	24.1255	24.65218	27.38858	27.44804	26.48712	19.49197	18.21137	24.37099	27.44385	27.00136	26.99213	21.64491	19.08946	24.88595
	0.376354001	0.658555349	AT1G04690.1	AT1G04690.1	"AT1G04690.1 | Symbols: KAB1, KV-BETA1 | potassium channel beta subunit 1 | chr1:1313662-1315420 FORWARD LENGTH=328"	Color [DarkGray]	1	4								2	2	2	12.5	12.5	12.5	36.538	0	4.4795	30596000	3	21.41504	19.98857	21.88803	19.6497	19.76534	20.15961	18.67293	21.15429	22.14973	20.13225	18.55957	20.17686	20.84015	22.11258	22.31458	19.737	20.87354	19.53427	20.86261	19.22297	22.03022	19.33846	19.38318	20.36575
+	5.176968376	8.237211863	AT1G04810.1	AT1G04810.1	"AT1G04810.1 | Symbols:  | 26S proteasome regulatory complex, non-ATPase subcomplex, Rpn2/Psmd1 subunit | chr1:1350304-1355261 FORWARD LENGTH=1001"	Color [DarkGray]	1	4					RPN2b	RP	RPN	69	29	29	64.3	32.5	32.5	108.86	0	323.31	57172000000	1362	23.4472	22.85594	22.65357	20.6822	20.32674	21.85741	29.12041	28.50856	29.92614	30.61941	29.79734	29.74656	31.39873	31.28252	30.98709	30.54828	30.93463	31.08545	30.37788	30.12074	30.36886	30.27757	31.3214	30.10254
	1.022922109	0.653653463	AT1G50010.1;AT1G04820.1	AT1G50010.1;AT1G04820.1	"AT1G50010.1 | Symbols: TUA2 | tubulin alpha-2 chain | chr1:18517737-18519729 FORWARD LENGTH=450;AT1G04820.1 | Symbols: TUA4, TOR2 | tubulin alpha-4 chain | chr1:1356421-1358266 REVERSE LENGTH=450"	Color [DarkGray]	1	4								22	22	1	61.1	61.1	3.1	49.54	0	323.31	551850000	30	23.76695	23.27367	23.96082	20.93384	21.90602	22.23695	25.14597	25.18277	23.88614	24.09869	20.77286	24.09579	24.75953	24.11138	24.09149	19.05256	17.75879	19.8066	24.4835	23.67511	24.34179	19.58062	18.56275	23.59012
	0.590958978	0.300783793	AT1G05190.1	AT1G05190.1	AT1G05190.1 | Symbols: emb2394 | Ribosomal protein L6 family | chr1:1502515-1503738 REVERSE LENGTH=223	Color [DarkGray]	1	4								10	10	10	47.1	47.1	47.1	24.705	0	48.577	957380000	83	24.19898	24.73157	24.88352	19.19351	20.88785	23.03391	24.89115	25.88016	24.14045	25.15545	19.53016	21.79516	25.00966	24.98664	24.72012	24.01691	24.25623	19.04589	25.13992	24.92631	25.25706	18.9042	24.2514	23.94068
	0.293654262	-0.355243047	AT1G06680.2;AT1G06680.1;AT2G30790.1	AT1G06680.2;AT1G06680.1	"AT1G06680.2 | Symbols: PSBP-1, OEE2, PSII-P | photosystem II subunit P-1 | chr1:2048076-2049186 FORWARD LENGTH=219;AT1G06680.1 | Symbols: PSBP-1, OEE2, PSII-P, OE23 | photosystem II subunit P-1 | chr1:2047940-2049186 FORWARD LENGTH=263"	Color [DarkGray]	1	4								9	9	9	53	53	53	23.759	0	153.17	2217600000	226	25.8699	25.92966	26.38279	22.81078	25.54356	24.98932	24.58378	25.51448	24.82268	24.66649	24.27206	24.07233	26.47346	24.87522	25.76795	26.19608	24.88447	23.93443	26.96982	24.60618	25.19329	25.47802	24.6512	25.14549
	0.895489663	0.702638626	AT1G07320.4;AT1G07320.3;AT1G07320.2;AT1G07320.1	AT1G07320.4;AT1G07320.3;AT1G07320.2;AT1G07320.1	AT1G07320.4 | Symbols: RPL4 | ribosomal protein L4 | chr1:2249190-2250173 FORWARD LENGTH=278;AT1G07320.3 | Symbols: RPL4 | ribosomal protein L4 | chr1:2249190-2250026 FORWARD LENGTH=278;AT1G07320.2 | Symbols: RPL4 | ribosomal protein L4 | chr1:2249190-2250	Color [DarkGray]	1	4								8	8	8	38.8	38.8	38.8	30.142	0	17.2	294690000	35	22.02272	22.61142	21.83959	19.34981	22.29953	22.52617	22.95619	23.47614	22.7144	23.16994	19.76146	22.50546	23.15749	23.12779	22.29636	21.82458	22.52618	21.49254	23.16622	22.91426	22.81308	22.67801	22.91032	23.15792
	1.022843724	2.288224538	AT5G59970.1;AT5G59690.1;AT3G53730.1;AT3G46320.1;AT3G45930.1;AT2G28740.1;AT1G07820.2;AT1G07820.1;AT1G07660.1;AT1G07660.2	AT5G59970.1;AT5G59690.1;AT3G53730.1;AT3G46320.1;AT3G45930.1;AT2G28740.1;AT1G07820.2;AT1G07820.1;AT1G07660.1;AT1G07660.2	AT5G59970.1 | Symbols:  | Histone superfamily protein | chr5:24146352-24146663 REVERSE LENGTH=103;AT5G59690.1 | Symbols:  | Histone superfamily protein | chr5:24051649-24051960 FORWARD LENGTH=103;AT3G53730.1 | Symbols:  | Histone superfamily protein | chr3	Color [DarkGray]	1	4								8	8	8	58.3	58.3	58.3	11.409	0	20.328	421440000	36	19.31674	22.6114	19.99674	21.67586	22.72529	23.6345	22.53108	22.46069	23.56697	23.08177	22.85396	19.46185	22.33113	23.34987	23.10856	22.88037	23.00446	24.03359	22.65749	23.02176	22.94331	24.36838	24.79008	24.37938
	0.985210662	1.122114817	AT5G59850.1;AT1G07770.2;AT1G07770.1;AT2G39590.1	AT5G59850.1;AT1G07770.2;AT1G07770.1	AT5G59850.1 | Symbols:  | Ribosomal protein S8 family protein | chr5:24112499-24113084 REVERSE LENGTH=130;AT1G07770.2 | Symbols: RPS15A | ribosomal protein S15A | chr1:2408413-2409065 REVERSE LENGTH=130;AT1G07770.1 | Symbols: RPS15A | ribosomal protein S15	Color [DarkGray]	1	4								8	8	3	53.1	53.1	23.8	14.804	0	74.557	2052800000	84	25.5564	25.3931	24.10154	18.91321	23.25401	24.08736	26.18715	26.99031	26.36112	23.89615	19.67781	23.72839	26.62621	26.10069	25.69048	24.05416	23.46231	24.04502	26.20288	25.73001	26.21106	24.96179	21.20146	24.64226
	1.14353038	-2.133996964	AT5G22880.1;AT3G46030.1;AT1G07790.1;AT5G59910.1;AT3G45980.1;AT2G28720.1;AT5G02570.1;AT2G37470.1;AT3G09480.1;AT3G53650.1	AT5G22880.1;AT3G46030.1;AT1G07790.1;AT5G59910.1;AT3G45980.1;AT2G28720.1;AT5G02570.1;AT2G37470.1	"AT5G22880.1 | Symbols: H2B, HTB2 | histone B2 | chr5:7652130-7652567 REVERSE LENGTH=145;AT3G46030.1 | Symbols: HTB11 | Histone superfamily protein | chr3:16913614-16914051 REVERSE LENGTH=145;AT1G07790.1 | Symbols: HTB1 | Histone superfamily protein | chr1:"	Color [DarkGray]	1	4								3	3	3	24.1	24.1	24.1	15.732	0	5.4693	245790000	8	20.48133	22.50826	22.39054	20.31742	23.85262	24.85255	20.4659	19.82584	20.48165	19.43054	23.07343	23.11576	20.63537	18.62218	19.72058	23.38311	20.21961	18.62997	20.67212	20.09168	19.17559	23.86448	25.9453	25.05986
	0.036929406	-0.040704091	AT1G07890.6;AT1G07890.8;AT1G07890.7;AT1G07890.5;AT1G07890.4;AT1G07890.3;AT1G07890.2;AT1G07890.1	AT1G07890.6;AT1G07890.8;AT1G07890.7;AT1G07890.5;AT1G07890.4;AT1G07890.3;AT1G07890.2;AT1G07890.1	"AT1G07890.6 | Symbols: APX1, MEE6, CS1, ATAPX1, ATAPX01 | ascorbate peroxidase 1 | chr1:2438005-2439349 FORWARD LENGTH=249;AT1G07890.8 | Symbols: APX1, MEE6, CS1, ATAPX1, ATAPX01 | ascorbate peroxidase 1 | chr1:2438005-2439435 FORWARD LENGTH=250;AT1G07890."	Color [DarkGray]	1	4								10	10	10	56.2	56.2	56.2	27.52	0	72.34	2420400000	213	25.41886	25.28605	25.89604	24.30293	24.45521	24.21009	25.62417	26.89601	26.4101	26.59595	25.88282	25.74321	25.88475	24.84913	25.74496	26.24247	25.38471	24.92831	26.30828	24.18311	24.80033	25.1896	18.11416	25.01631
	0.725045993	0.539838791	AT5G60390.3;AT5G60390.1;AT1G07940.2;AT1G07940.1;AT1G07930.1;AT1G07920.1;AT5G60390.2;AT1G07930.2;AT1G35550.1	AT5G60390.3;AT5G60390.1;AT1G07940.2;AT1G07940.1;AT1G07930.1;AT1G07920.1;AT5G60390.2;AT1G07930.2	AT5G60390.3 | Symbols:  | GTP binding Elongation factor Tu family protein | chr5:24289226-24290675 FORWARD LENGTH=449;AT5G60390.1 | Symbols:  | GTP binding Elongation factor Tu family protein | chr5:24289226-24290675 FORWARD LENGTH=449;AT1G07940.2 | Symbol	Color [DarkGray]	1	4								28	28	28	62.6	62.6	62.6	49.502	0	323.31	40352000000	1391	29.4834	29.32178	30.38528	27.71725	27.36919	28.22216	30.02338	30.80701	30.95726	28.7515	28.94624	28.73318	30.28742	30.12074	30.40183	27.90884	27.7518	27.97998	30.11274	29.89718	30.3593	28.19023	27.54559	28.32493
	0.050786157	0.057631175	AT1G08360.1	AT1G08360.1	AT1G08360.1 | Symbols:  | Ribosomal protein L1p/L10e family | chr1:2636231-2637694 FORWARD LENGTH=216	Color [DarkGray]	1	4								10	4	4	32.4	12	12	24.469	0	10.05	464590000	44	23.26072	23.38113	22.7276	21.48243	21.69085	22.97707	24.18366	24.12413	24.33591	22.86712	22.67655	23.7515	23.74397	23.21091	22.58747	22.8013	21.57099	23.31409	23.74202	23.63869	23.29293	23.99826	20.55329	23.26659
	1.286258496	1.796504974	AT1G08520.1	AT1G08520.1	"AT1G08520.1 | Symbols: ALB1, ALB-1V, V157, PDE166, CHLD | ALBINA 1 | chr1:2696538-2700819 FORWARD LENGTH=760"	Color [DarkGray]	1	4								11	11	11	21.7	21.7	21.7	83.283	0	29.991	220990000	35	20.40245	22.06664	22.38913	18.6745	20.88191	20.18138	20.34447	22.52972	19.3486	21.68742	21.93133	22.43255	23.53086	23.73251	22.98438	22.43314	22.09307	20.89154	23.47117	22.45972	23.41203	22.40816	23.41371	20.86564
