Significant	-Log(P-value)	Difference	Protein IDs	Majority protein IDs	Fasta headers	Symbol color	Symbol type	Symbol size	Show label	Only identified by site	Reverse	Potential contaminant	ProteasomeAnnotation	SubComplexAnnotation	GraphGroup	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS Count	LFQ intensity Col0_Minus_BR1	LFQ intensity Col0_Minus_BR2	LFQ intensity Col0_Minus_BR3	LFQ intensity Col0_Plus_BR1	LFQ intensity Col0_Plus_BR2	LFQ intensity Col0_Plus_BR3	LFQ intensity PAG1_Minus_BR1	LFQ intensity PAG1_Minus_BR2	LFQ intensity PAG1_Minus_BR3	LFQ intensity PAG1_Plus_BR1	LFQ intensity PAG1_Plus_BR2	LFQ intensity PAG1_Plus_BR3	LFQ intensity RPT4a_Minus_BR1	LFQ intensity RPT4a_Minus_BR2	LFQ intensity RPT4a_Minus_BR3	LFQ intensity RPT4a_Plus_BR1	LFQ intensity RPT4a_Plus_BR2	LFQ intensity RPT4a_Plus_BR3	LFQ intensity RPT4b_Minus_BR1	LFQ intensity RPT4b_Minus_BR2	LFQ intensity RPT4b_Minus_BR3	LFQ intensity RPT4b_Plus_BR1	LFQ intensity RPT4b_Plus_BR2	LFQ intensity RPT4b_Plus_BR3
	0.52445701256756	0.541361490885418	AT1G02560.1	AT1G02560.1	AT1G02560.1 | Symbols: CLPP5, NCLPP5, NCLPP1 | nuclear encoded CLP protease 5 | chr1:538000-539805 FORWARD LENGTH=298	Color [DarkGray]	1	4								6	6	6	22.5	22.5	22.5	32.356	0	15.958	227590000	20	22.13	22.19732	23.49415	19.28391	22.00796	22.6522	22.28303	22.41528	22.57526	20.05426	19.30676	18.501	23.25571	22.9597	23.23014	19.66093	19.0289	18.76646	23.78774	22.34802	23.62496	18.65572	18.65819	22.77256
	1.21258264165422	0.520353317260742	AT1G02780.1;AT4G02230.1	AT1G02780.1;AT4G02230.1	AT1G02780.1 | Symbols: emb2386 | Ribosomal protein L19e family protein | chr1:608120-609391 REVERSE LENGTH=214;AT4G02230.1 | Symbols:  | Ribosomal protein L19e family protein | chr4:979391-980640 REVERSE LENGTH=208	Color [DarkGray]	1	4								12	12	10	43.9	43.9	35.5	24.606	0	128.68	5232500000	327	26.42699	26.83222	26.26958	24.13091	24.58585	26.12259	27.33306	27.6276	27.62659	26.6392	25.42913	26.80422	27.06788	27.20242	26.81955	26.22864	25.01218	27.03765	27.19481	26.85088	27.18486	26.76244	25.44588	26.80246
	2.28514324458535	1.29488754272461	AT1G02890.1;AT4G02480.1;AT1G02890.2;AT1G62130.1;AT4G24860.1	AT1G02890.1;AT4G02480.1;AT1G02890.2	AT1G02890.1 | Symbols:  | AAA-type ATPase family protein | chr1:645372-651797 REVERSE LENGTH=1246;AT4G02480.1 | Symbols:  | AAA-type ATPase family protein | chr4:1082082-1088680 REVERSE LENGTH=1265;AT1G02890.2 | Symbols:  | AAA-type ATPase family protein |	Color [DarkGray]	1	4								3	3	3	4.4	4.4	4.4	135.99	0	35.95	103770000	9	20.25457	20.23783	19.5492	18.58047	19.29241	19.71531	23.56842	24.09097	22.2199	21.70244	17.88684	21.01393	21.28997	21.35751	21.27878	21.38005	20.17524	21.53957	21.17316	18.76829	20.74013	20.76077	20.57	21.74181
	0.113980071759432	0.394034703572594	AT1G02920.1;AT1G02930.2;AT1G02930.1	AT1G02920.1;AT1G02930.2;AT1G02930.1	AT1G02920.1 | Symbols: ATGSTF7, GST11, ATGSTF8, GSTF7, ATGST11 | glutathione S-transferase 7 | chr1:658886-659705 REVERSE LENGTH=209;AT1G02930.2 | Symbols: GSTF6 | glutathione S-transferase 6 | chr1:661363-662191 REVERSE LENGTH=208;AT1G02930.1 | Symbols: A	Color [DarkGray]	1	4								4	3	3	25.4	21.5	21.5	23.598	0	5.6366	72715000	6	20.25605	20.99259	20.15027	19.30129	21.05931	18.65318	18.48635	20.50315	18.64339	22.30855	19.18106	19.63078	22.46339	18.45125	21.66637	23.586	20.68337	22.37366	23.11644	19.74998	20.68577	21.87748	18.92697	21.21454
	0.960161767033558	0.941586176554363	AT1G03130.1;AT4G02770.1	AT1G03130.1;AT4G02770.1	AT1G03130.1 | Symbols: PSAD-2 | photosystem I subunit D-2 | chr1:753528-754142 REVERSE LENGTH=204;AT4G02770.1 | Symbols: PSAD-1 | photosystem I subunit D-1 | chr4:1229247-1229873 REVERSE LENGTH=208	Color [DarkGray]	1	4								4	4	4	20.1	20.1	20.1	22.306	0	11.703	217370000	39	22.22182	21.57162	23.06489	19.34443	21.74008	22.13347	22.36946	21.60467	22.0459	20.12361	22.79826	21.2487	23.53722	23.0649	23.08097	19.72857	18.58955	19.92759	22.91717	22.92113	23.02491	19.6882	23.07629	23.34945
	0.939592059921013	-0.816034317016602	AT1G03220.1	AT1G03220.1	AT1G03220.1 | Symbols:  | Eukaryotic aspartyl protease family protein | chr1:787143-788444 FORWARD LENGTH=433	Color [DarkGray]	1	4								2	2	1	8.5	8.5	5.1	45.717	0	8.4703	20491000	3	19.19621	20.07874	20.15175	21.91356	20.45435	20.48729	19.57535	18.97162	19.72009	19.75115	18.79823	19.6984	18.52819	19.4491	19.0013	22.84378	17.01084	19.13439	20.97357	19.07936	18.39275	18.98289	17.75377	19.12819
	0.332274193508237	-1.04105122884115	AT1G03475.1;AT4G03205.1;AT4G03205.2	AT1G03475.1;AT4G03205.1;AT4G03205.2	AT1G03475.1 | Symbols: LIN2, HEMF1, ATCPO-I | Coproporphyrinogen III oxidase | chr1:869302-871175 REVERSE LENGTH=386;AT4G03205.1 | Symbols: hemf2 | Coproporphyrinogen III oxidase | chr4:1412814-1413765 FORWARD LENGTH=233;AT4G03205.2 | Symbols: hemf2 | Copr	Color [DarkGray]	1	4								2	2	2	6.5	6.5	6.5	43.796	0.003006	3.2587	77314000	2	19.90295	21.92564	21.68577	19.1127	18.5545	19.36145	18.38075	22.98433	18.53899	18.41278	20.07443	19.33518	22.20789	18.35449	19.82883	19.36528	18.4498	20.90704	18.7162	20.57805	19.04185	20.55913	24.29165	18.6273
	0.658451201783984	-1.69142723083496	AT1G03600.1	AT1G03600.1	AT1G03600.1 | Symbols: PSB27 | photosystem II family protein | chr1:898916-899440 FORWARD LENGTH=174	Color [DarkGray]	1	4								3	3	3	29.9	29.9	29.9	18.834	0	7.0161	101590000	10	19.12768	21.68985	23.08057	18.27998	19.31064	22.1198	19.60487	19.9929	19.74927	19.63267	19.30618	25.77057	19.5168	19.47615	19.83087	18.05985	18.02415	19.38361	19.34041	19.29006	18.54797	19.20449	23.31824	19.63562
	2.66412696485217	1.67652002970377	AT1G03630.2;AT1G03630.1	AT1G03630.2;AT1G03630.1	AT1G03630.2 | Symbols: POR C, PORC | protochlorophyllide oxidoreductase C | chr1:907699-909245 FORWARD LENGTH=399;AT1G03630.1 | Symbols: POR C, PORC | protochlorophyllide oxidoreductase C | chr1:907699-909245 FORWARD LENGTH=401	Color [DarkGray]	1	4								3	2	2	9.8	7.8	7.8	43.625	0	5.7906	192890000	11	22.20504	21.83125	21.49339	20.41338	22.33199	21.73365	22.09992	21.57076	19.82172	19.27182	19.28264	18.03001	23.76173	23.4187	23.37881	19.24972	19.44307	18.29581	22.76254	23.15443	22.60653	22.08759	22.93455	21.26785
	0.266836357403606	-1.02820905049642	AT1G03680.1	AT1G03680.1	AT1G03680.1 | Symbols: ATHM1, TRX-M1, ATM1, THM1 | thioredoxin M-type 1 | chr1:916990-917865 REVERSE LENGTH=179	Color [DarkGray]	1	4								2	2	2	15.6	15.6	15.6	19.664	0	8.6498	40159000	9	19.92211	21.94552	22.07614	19.03898	19.35591	21.07767	19.67814	18.87259	19.43262	20.47472	20.38258	19.21964	22.94803	19.54329	18.36783	18.89775	18.5889	19.18168	22.32059	18.37038	19.54219	18.23722	18.7092	18.94681
	0.0373003985983994	-0.0388361612955705	AT1G04170.1	AT1G04170.1	AT1G04170.1 | Symbols: EIF2 GAMMA | eukaryotic translation initiation factor 2 gamma subunit | chr1:1097423-1099702 FORWARD LENGTH=465	Color [DarkGray]	1	4								4	4	4	14.4	14.4	14.4	50.853	0	8.2331	127020000	18	22.22111	21.87924	22.4632	21.78485	19.11281	21.30944	22.33952	23.2553	18.03444	19.7506	19.59937	18.86774	22.28401	22.60506	21.55796	20.07105	18.56273	20.2277	23.03132	21.92578	23.01621	19.02494	19.83733	20.48617
	1.55195168978236	2.49669392903646	AT1G04270.2;AT1G04270.1;AT5G43640.1;AT5G09500.1;AT5G09490.1	AT1G04270.2;AT1G04270.1	AT1G04270.2 | Symbols: RPS15 | cytosolic ribosomal protein S15 | chr1:1141852-1142960 REVERSE LENGTH=151;AT1G04270.1 | Symbols: RPS15 | cytosolic ribosomal protein S15 | chr1:1141852-1142960 REVERSE LENGTH=152	Color [DarkGray]	1	4								9	9	2	72.8	72.8	10.6	17.058	0	50.041	96971000	12	19.96966	18.98541	21.50842	18.81446	18.23928	18.58451	22.14829	22.49183	22.67559	19.72841	20.43537	21.88709	22.65182	22.47736	22.82439	19.36474	19.78568	20.61303	22.57662	22.9844	23.10366	19.95506	20.25291	19.16323
	0.542484419801053	0.408952713012695	AT1G04410.1;AT5G43330.1;AT5G56720.1	AT1G04410.1	AT1G04410.1 | Symbols:  | Lactate/malate dehydrogenase family protein | chr1:1189418-1191267 REVERSE LENGTH=332	Color [DarkGray]	1	4								14	14	14	52.1	52.1	52.1	35.571	0	188.08	2039600000	227	24.63891	25.50814	24.8661	24.92435	24.29099	24.08211	24.98666	26.90113	25.89675	26.26854	24.72455	24.91105	25.6044	24.99828	25.63732	26.27702	24.51749	24.68581	26.27026	24.69834	24.54189	25.32101	24.3805	24.37311
	0.52602122432778	0.515858332316082	AT3G04400.2;AT3G04400.1;AT2G33370.1;AT1G04480.1	AT3G04400.2;AT3G04400.1;AT2G33370.1;AT1G04480.1	AT3G04400.2 | Symbols: emb2171 | Ribosomal protein L14p/L23e family protein | chr3:1167611-1168308 FORWARD LENGTH=125;AT3G04400.1 | Symbols: emb2171 | Ribosomal protein L14p/L23e family protein | chr3:1167339-1168308 FORWARD LENGTH=140;AT2G33370.1 | Symbol	Color [DarkGray]	1	4								12	12	12	84.8	84.8	84.8	13.406	0	88.212	3983900000	165	26.77947	26.99038	26.00632	23.61437	23.29404	21.71264	27.31565	28.05413	27.77079	23.75969	24.1255	24.65218	27.38858	27.44804	26.48712	19.3431	18.91488	24.37099	27.44385	27.00136	26.99213	20.2977	19.12758	24.88595
	0.012218736133198	-0.0526866912841797	AT1G04690.1	AT1G04690.1	AT1G04690.1 | Symbols: KAB1, KV-BETA1 | potassium channel beta subunit 1 | chr1:1313662-1315420 FORWARD LENGTH=328	Color [DarkGray]	1	4								2	2	2	12.5	12.5	12.5	36.538	0	4.4795	30596000	3	21.41504	19.71448	21.88803	19.56289	19.03548	19.38065	19.2846	20.02059	22.14973	20.76517	19.75753	20.04081	18.43233	22.11258	22.31458	20.35436	19.84438	19.56961	18.86546	19.11935	22.03022	19.36989	17.93651	18.21859
+	5.17696837550684	8.23721186319987	AT1G04810.1	AT1G04810.1	AT1G04810.1 | Symbols:  | 26S proteasome regulatory complex, non-ATPase subcomplex, Rpn2/Psmd1 subunit | chr1:1350304-1355261 FORWARD LENGTH=1001	Color [DarkGray]	1	4					RPN2b	RP	RPN	69	29	29	64.3	32.5	32.5	108.86	0	323.31	57172000000	1362	23.4472	22.85594	22.65357	19.11235	20.32674	21.85741	29.12041	28.50856	29.92614	30.61941	29.79734	29.74656	31.39873	31.28252	30.98709	30.54828	30.93463	31.08545	30.37788	30.12074	30.36886	30.27757	31.3214	30.10254
	1.02292210899026	0.653653462727867	AT1G50010.1;AT1G04820.1	AT1G50010.1;AT1G04820.1	AT1G50010.1 | Symbols: TUA2 | tubulin alpha-2 chain | chr1:18517737-18519729 FORWARD LENGTH=450;AT1G04820.1 | Symbols: TUA4, TOR2 | tubulin alpha-4 chain | chr1:1356421-1358266 REVERSE LENGTH=450	Color [DarkGray]	1	4								22	22	1	61.1	61.1	3.1	49.54	0	323.31	551850000	30	23.76695	23.27367	23.96082	20.93384	21.90602	22.23695	25.14597	25.18277	23.88614	24.09869	19.93623	24.09579	24.75953	24.11138	24.09149	19.6343	19.09073	18.46524	24.4835	23.67511	24.34179	18.38788	19.3738	23.59012
	0.59095897806751	0.300783793131512	AT1G05190.1	AT1G05190.1	AT1G05190.1 | Symbols: emb2394 | Ribosomal protein L6 family | chr1:1502515-1503738 REVERSE LENGTH=223	Color [DarkGray]	1	4								10	10	10	47.1	47.1	47.1	24.705	0	48.577	957380000	83	24.19898	24.73157	24.88352	19.09855	20.88785	23.03391	24.89115	25.88016	24.14045	25.15545	21.31865	19.33464	25.00966	24.98664	24.72012	24.01691	24.25623	19.79791	25.13992	24.92631	25.25706	19.57289	24.2514	23.94068
	0.293654262096689	-0.355243047078453	AT1G06680.2;AT1G06680.1;AT2G30790.1	AT1G06680.2;AT1G06680.1	AT1G06680.2 | Symbols: PSBP-1, OEE2, PSII-P | photosystem II subunit P-1 | chr1:2048076-2049186 FORWARD LENGTH=219;AT1G06680.1 | Symbols: PSBP-1, OEE2, PSII-P, OE23 | photosystem II subunit P-1 | chr1:2047940-2049186 FORWARD LENGTH=263	Color [DarkGray]	1	4								9	9	9	53	53	53	23.759	0	153.17	2217600000	226	25.8699	25.92966	26.38279	22.81078	25.54356	24.98932	24.58378	25.51448	24.82268	24.66649	24.27206	24.07233	26.47346	24.87522	25.76795	26.19608	24.88447	23.93443	26.96982	24.60618	25.19329	25.47802	24.6512	25.14549
	0.895489662572715	0.702638626098633	AT1G07320.4;AT1G07320.3;AT1G07320.2;AT1G07320.1	AT1G07320.4;AT1G07320.3;AT1G07320.2;AT1G07320.1	AT1G07320.4 | Symbols: RPL4 | ribosomal protein L4 | chr1:2249190-2250173 FORWARD LENGTH=278;AT1G07320.3 | Symbols: RPL4 | ribosomal protein L4 | chr1:2249190-2250026 FORWARD LENGTH=278;AT1G07320.2 | Symbols: RPL4 | ribosomal protein L4 | chr1:2249190-2250	Color [DarkGray]	1	4								8	8	8	38.8	38.8	38.8	30.142	0	17.2	294690000	35	22.02272	22.61142	21.83959	19.74361	22.29953	22.52617	22.95619	23.47614	22.7144	23.16994	20.65956	22.50546	23.15749	23.12779	22.29636	21.82458	22.52618	19.69622	23.16622	22.91426	22.81308	22.67801	22.91032	23.15792
	1.0233784397827	2.45827039082845	AT5G59970.1;AT5G59690.1;AT3G53730.1;AT3G46320.1;AT3G45930.1;AT2G28740.1;AT1G07820.2;AT1G07820.1;AT1G07660.1;AT1G07660.2	AT5G59970.1;AT5G59690.1;AT3G53730.1;AT3G46320.1;AT3G45930.1;AT2G28740.1;AT1G07820.2;AT1G07820.1;AT1G07660.1;AT1G07660.2	AT5G59970.1 | Symbols:  | Histone superfamily protein | chr5:24146352-24146663 REVERSE LENGTH=103;AT5G59690.1 | Symbols:  | Histone superfamily protein | chr5:24051649-24051960 FORWARD LENGTH=103;AT3G53730.1 | Symbols:  | Histone superfamily protein | chr3	Color [DarkGray]	1	4								8	8	8	58.3	58.3	58.3	11.409	0	20.328	421440000	36	19.71426	22.6114	19.08908	21.67586	22.72529	23.6345	22.53108	22.46069	23.56697	23.08177	22.85396	19.31301	22.33113	23.34987	23.10856	22.88037	23.00446	24.03359	22.65749	23.02176	22.94331	24.36838	24.79008	24.37938
	0.985210661709369	1.12211481730143	AT5G59850.1;AT1G07770.2;AT1G07770.1;AT2G39590.1	AT5G59850.1;AT1G07770.2;AT1G07770.1	AT5G59850.1 | Symbols:  | Ribosomal protein S8 family protein | chr5:24112499-24113084 REVERSE LENGTH=130;AT1G07770.2 | Symbols: RPS15A | ribosomal protein S15A | chr1:2408413-2409065 REVERSE LENGTH=130;AT1G07770.1 | Symbols: RPS15A | ribosomal protein S15	Color [DarkGray]	1	4								8	8	3	53.1	53.1	23.8	14.804	0	74.557	2052800000	84	25.5564	25.3931	24.10154	19.2843	23.25401	24.08736	26.18715	26.99031	26.36112	23.89615	21.52777	23.72839	26.62621	26.10069	25.69048	24.05416	23.46231	24.04502	26.20288	25.73001	26.21106	24.96179	19.26413	24.64226
	0.699277612646752	-1.87519264221191	AT5G22880.1;AT3G46030.1;AT1G07790.1;AT5G59910.1;AT3G45980.1;AT2G28720.1;AT5G02570.1;AT2G37470.1;AT3G09480.1;AT3G53650.1	AT5G22880.1;AT3G46030.1;AT1G07790.1;AT5G59910.1;AT3G45980.1;AT2G28720.1;AT5G02570.1;AT2G37470.1	AT5G22880.1 | Symbols: H2B, HTB2 | histone B2 | chr5:7652130-7652567 REVERSE LENGTH=145;AT3G46030.1 | Symbols: HTB11 | Histone superfamily protein | chr3:16913614-16914051 REVERSE LENGTH=145;AT1G07790.1 | Symbols: HTB1 | Histone superfamily protein | chr1:	Color [DarkGray]	1	4								3	3	3	24.1	24.1	24.1	15.732	0	5.4693	245790000	8	18.79649	22.50826	22.39054	19.77457	23.85262	24.85255	17.87043	20.0893	19.30884	20.02695	23.07343	23.11576	19.54359	19.18268	19.34344	23.38311	19.28942	19.85093	19.82156	20.00371	18.86301	23.86448	25.9453	25.05986
	0.036929406343535	-0.0407040913899763	AT1G07890.6;AT1G07890.8;AT1G07890.7;AT1G07890.5;AT1G07890.4;AT1G07890.3;AT1G07890.2;AT1G07890.1	AT1G07890.6;AT1G07890.8;AT1G07890.7;AT1G07890.5;AT1G07890.4;AT1G07890.3;AT1G07890.2;AT1G07890.1	AT1G07890.6 | Symbols: APX1, MEE6, CS1, ATAPX1, ATAPX01 | ascorbate peroxidase 1 | chr1:2438005-2439349 FORWARD LENGTH=249;AT1G07890.8 | Symbols: APX1, MEE6, CS1, ATAPX1, ATAPX01 | ascorbate peroxidase 1 | chr1:2438005-2439435 FORWARD LENGTH=250;AT1G07890.	Color [DarkGray]	1	4								10	10	10	56.2	56.2	56.2	27.52	0	72.34	2420400000	213	25.41886	25.28605	25.89604	24.30293	24.45521	24.21009	25.62417	26.89601	26.4101	26.59595	25.88282	25.74321	25.88475	24.84913	25.74496	26.24247	25.38471	24.92831	26.30828	24.18311	24.80033	25.1896	19.43098	25.01631
	0.725045993198864	0.539838790893555	AT5G60390.3;AT5G60390.1;AT1G07940.2;AT1G07940.1;AT1G07930.1;AT1G07920.1;AT5G60390.2;AT1G07930.2;AT1G35550.1	AT5G60390.3;AT5G60390.1;AT1G07940.2;AT1G07940.1;AT1G07930.1;AT1G07920.1;AT5G60390.2;AT1G07930.2	AT5G60390.3 | Symbols:  | GTP binding Elongation factor Tu family protein | chr5:24289226-24290675 FORWARD LENGTH=449;AT5G60390.1 | Symbols:  | GTP binding Elongation factor Tu family protein | chr5:24289226-24290675 FORWARD LENGTH=449;AT1G07940.2 | Symbol	Color [DarkGray]	1	4								28	28	28	62.6	62.6	62.6	49.502	0	323.31	40352000000	1391	29.4834	29.32178	30.38528	27.71725	27.36919	28.22216	30.02338	30.80701	30.95726	28.7515	28.94624	28.73318	30.28742	30.12074	30.40183	27.90884	27.7518	27.97998	30.11274	29.89718	30.3593	28.19023	27.54559	28.32493
	0.0507861572165658	0.0576311747233085	AT1G08360.1	AT1G08360.1	AT1G08360.1 | Symbols:  | Ribosomal protein L1p/L10e family | chr1:2636231-2637694 FORWARD LENGTH=216	Color [DarkGray]	1	4								10	4	4	32.4	12	12	24.469	0	10.05	464590000	44	23.26072	23.38113	22.7276	21.48243	21.69085	22.97707	24.18366	24.12413	24.33591	22.86712	22.67655	23.7515	23.74397	23.21091	22.58747	22.8013	21.57099	23.31409	23.74202	23.63869	23.29293	23.99826	20.41524	23.26659
