LFQ intensity Col0_Minus_BR1_TR1	LFQ intensity Col0_Minus_BR1_TR2	LFQ intensity Col0_Minus_BR2_TR1	LFQ intensity Col0_Minus_BR2_TR2	LFQ intensity Col0_Minus_BR3_TR1	LFQ intensity Col0_Minus_BR3_TR2	LFQ intensity Col0_Plus_BR1_TR1	LFQ intensity Col0_Plus_BR1_TR2	LFQ intensity Col0_Plus_BR2_TR1	LFQ intensity Col0_Plus_BR2_TR2	LFQ intensity Col0_Plus_BR3_TR1	LFQ intensity Col0_Plus_BR3_TR2	LFQ intensity PAG1_Minus_BR1_TR1	LFQ intensity PAG1_Minus_BR1_TR2	LFQ intensity PAG1_Minus_BR2_TR1	LFQ intensity PAG1_Minus_BR2_TR2	LFQ intensity PAG1_Minus_BR3_TR1	LFQ intensity PAG1_Minus_BR3_TR2	LFQ intensity PAG1_Plus_BR1_TR1	LFQ intensity PAG1_Plus_BR1_TR2	LFQ intensity PAG1_Plus_BR2_TR1	LFQ intensity PAG1_Plus_BR2_TR2	LFQ intensity PAG1_Plus_BR3_TR1	LFQ intensity PAG1_Plus_BR3_TR2	LFQ intensity RPT4a_Minus_BR1_TR1	LFQ intensity RPT4a_Minus_BR1_TR2	LFQ intensity RPT4a_Minus_BR2_TR1	LFQ intensity RPT4a_Minus_BR2_TR2	LFQ intensity RPT4a_Minus_BR3_TR1	LFQ intensity RPT4a_Minus_BR3_TR2	LFQ intensity RPT4a_Plus_BR1_TR1	LFQ intensity RPT4a_Plus_BR1_TR2	LFQ intensity RPT4a_Plus_BR2_TR1	LFQ intensity RPT4a_Plus_BR2_TR2	LFQ intensity RPT4a_Plus_BR3_TR1	LFQ intensity RPT4a_Plus_BR3_TR2	LFQ intensity RPT4b_Minus_BR1_TR1	LFQ intensity RPT4b_Minus_BR1_TR2	LFQ intensity RPT4b_Minus_BR2_TR1	LFQ intensity RPT4b_Minus_BR2_TR2	LFQ intensity RPT4b_Minus_BR3_TR1	LFQ intensity RPT4b_Minus_BR3_TR2	LFQ intensity RPT4b_Plus_BR1_TR1	LFQ intensity RPT4b_Plus_BR1_TR2	LFQ intensity RPT4b_Plus_BR2_TR1	LFQ intensity RPT4b_Plus_BR2_TR2	LFQ intensity RPT4b_Plus_BR3_TR1	LFQ intensity RPT4b_Plus_BR3_TR2	C: Only identified by site	C: Reverse	C: Potential contaminant	C: ProteasomeAnnotation	C: SubComplexAnnotation	C: GraphGroup	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS Count	T: Protein IDs	T: Majority protein IDs	T: Fasta headers
5973000	3526900	4780100	4838200	15429000	9047900	0	0	4027400	4416600	5353400	8116200	5103400	0	4228100	7399400	6249300	0	0	0	0	0	0	0	13358000	7509200	8978200	7411900	14778000	6551200	0	0	0	0	0	0	17377000	12069000	6787400	4199000	26634000	6283600	0	0	0	0	0	7165100							6	6	6	22.5	22.5	22.5	32.356	0	15.958	227590000	20	AT1G02560.1	AT1G02560.1	AT1G02560.1 | Symbols: CLPP5, NCLPP5, NCLPP1 | nuclear encoded CLP protease 5 | chr1:538000-539805 FORWARD LENGTH=298
91345000	89115000	110710000	128950000	83638000	78246000	19972000	16898000	26780000	23678000	78797000	67742000	177780000	160790000	207560000	207170000	198530000	216290000	97530000	112010000	49410000	41309000	112950000	121580000	142810000	138590000	168540000	141510000	112310000	124900000	71518000	86457000	33839000	0	130570000	145360000	151310000	155970000	118500000	123630000	157210000	148060000	114870000	112820000	40465000	51626000	107140000	127860000							12	12	10	43.9	43.9	35.5	24.606	0	128.68	5232500000	327	AT1G02780.1;AT4G02230.1	AT1G02780.1;AT4G02230.1	AT1G02780.1 | Symbols: emb2386 | Ribosomal protein L19e family protein | chr1:608120-609391 REVERSE LENGTH=214;AT4G02230.1 | Symbols:  | Ribosomal protein L19e family protein | chr4:979391-980640 REVERSE LENGTH=208
0	0	1236500	0	0	0	0	0	0	0	0	0	9935200	15575000	15349000	20803000	6834000	3491700	0	3412600	0	0	0	2117500	2245200	2928100	2686900	0	2544200	0	2729200	0	0	1184000	3048300	0	2364600	0	0	0	0	0	0	1776700	0	0	0	3507000							3	3	3	4.4	4.4	4.4	135.99	0	35.95	103770000	9	AT1G02890.1;AT4G02480.1;AT1G02890.2;AT1G62130.1;AT4G24860.1	AT1G02890.1;AT4G02480.1;AT1G02890.2	AT1G02890.1 | Symbols:  | AAA-type ATPase family protein | chr1:645372-651797 REVERSE LENGTH=1246;AT4G02480.1 | Symbols:  | AAA-type ATPase family protein | chr4:1082082-1088680 REVERSE LENGTH=1265;AT1G02890.2 | Symbols:  | AAA-type ATPase family protein |
0	0	1508400	2885900	0	0	0	0	3321000	1437800	0	0	0	0	0	0	0	0	0	5194500	0	0	0	0	5783000	0	0	0	3210800	3450200	0	12592000	0	1683900	5434300	0	8424300	9816300	0	0	1686700	0	0	3852800	0	0	0	2433400							4	3	3	25.4	21.5	21.5	23.598	0	5.6366	72715000	6	AT1G02920.1;AT1G02930.2;AT1G02930.1	AT1G02920.1;AT1G02930.2;AT1G02930.1	AT1G02920.1 | Symbols: ATGSTF7, GST11, ATGSTF8, GSTF7, ATGST11 | glutathione S-transferase 7 | chr1:658886-659705 REVERSE LENGTH=209;AT1G02930.2 | Symbols: GSTF6 | glutathione S-transferase 6 | chr1:661363-662191 REVERSE LENGTH=208;AT1G02930.1 | Symbols: A
4891400	0	3501000	2774700	7344500	10483000	0	0	3004100	4084300	4909600	4311500	0	5418500	3189000	0	0	4329900	0	0	0	7293900	0	2491700	9536600	15539000	12164000	6329600	8543500	9214900	0	0	0	0	0	0	7262600	8638100	7346400	8586600	8698400	8374100	0	0	8446000	9261000	10218000	11179000							4	4	4	20.1	20.1	20.1	22.306	0	11.703	217370000	39	AT1G03130.1;AT4G02770.1	AT1G03130.1;AT4G02770.1	AT1G03130.1 | Symbols: PSAD-2 | photosystem I subunit D-2 | chr1:753528-754142 REVERSE LENGTH=204;AT4G02770.1 | Symbols: PSAD-1 | photosystem I subunit D-1 | chr4:1229247-1229873 REVERSE LENGTH=208
0	0	0	0	0	0	2588400	6029000	1374200	1502100	0	1469900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7527700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							2	2	1	8.5	8.5	5.1	45.717	0	8.4703	20491000	3	AT1G03220.1	AT1G03220.1	AT1G03220.1 | Symbols:  | Eukaryotic aspartyl protease family protein | chr1:787143-788444 FORWARD LENGTH=433
0	0	0	3983600	3487200	3263300	0	0	0	0	0	0	0	0	0	8298000	0	0	0	0	0	0	0	0	4844400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20536000	0	0	0							2	2	2	6.5	6.5	6.5	43.796	0.003006	3.2587	77314000	2	AT1G03475.1;AT4G03205.1;AT4G03205.2	AT1G03475.1;AT4G03205.1;AT4G03205.2	AT1G03475.1 | Symbols: LIN2, HEMF1, ATCPO-I | Coproporphyrinogen III oxidase | chr1:869302-871175 REVERSE LENGTH=386;AT4G03205.1 | Symbols: hemf2 | Coproporphyrinogen III oxidase | chr4:1412814-1413765 FORWARD LENGTH=233;AT4G03205.2 | Symbols: hemf2 | Copr
0	0	2711100	4221300	9833900	8001300	0	0	0	0	4645800	4470800	0	0	0	0	0	0	0	0	0	0	57242000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10459000	0	0	0							3	3	3	29.9	29.9	29.9	18.834	0	7.0161	101590000	10	AT1G03600.1	AT1G03600.1	AT1G03600.1 | Symbols: PSB27 | photosystem II family protein | chr1:898916-899440 FORWARD LENGTH=174
5568700	4197700	3731300	0	3493200	2495100	1396500	0	6151700	4531100	3283600	3703500	4495100	0	3114900	0	0	0	0	0	0	0	0	0	15176000	13330000	13373000	9402300	9985900	11914000	0	0	0	0	0	0	7797600	6493100	9603100	9077000	7329000	5564700	5374900	3695600	8701600	7385400	0	2525000							3	2	2	9.8	7.8	7.8	43.625	0	5.7906	192890000	11	AT1G03630.2;AT1G03630.1	AT1G03630.2;AT1G03630.1	AT1G03630.2 | Symbols: POR C, PORC | protochlorophyllide oxidoreductase C | chr1:907699-909245 FORWARD LENGTH=399;AT1G03630.1 | Symbols: POR C, PORC | protochlorophyllide oxidoreductase C | chr1:907699-909245 FORWARD LENGTH=401
0	0	3633800	4489100	5255000	3720400	0	0	0	0	2410100	2032300	0	0	0	0	0	0	0	0	0	0	0	0	8091800	0	0	0	0	0	0	0	0	0	0	0	4750000	5776200	0	0	0	0	0	0	0	0	0	0							2	2	2	15.6	15.6	15.6	19.664	0	8.6498	40159000	9	AT1G03680.1	AT1G03680.1	AT1G03680.1 | Symbols: ATHM1, TRX-M1, ATM1, THM1 | thioredoxin M-type 1 | chr1:916990-917865 REVERSE LENGTH=179
4889000	0	4133100	3600300	5603600	5966600	0	3613200	0	0	2755600	2451000	5307200	0	10624000	9436200	0	0	0	0	0	0	0	0	5664100	4604500	7850800	5184300	3087400	0	0	0	0	0	0	0	8750800	8398300	3270500	4853100	8264400	8708200	0	0	0	0	0	0							4	4	4	14.4	14.4	14.4	50.853	0	8.2331	127020000	18	AT1G04170.1	AT1G04170.1	AT1G04170.1 | Symbols: EIF2 GAMMA | eukaryotic translation initiation factor 2 gamma subunit | chr1:1097423-1099702 FORWARD LENGTH=465
0	0	0	0	1159200	7677200	0	0	0	0	0	0	3905100	5533100	3467700	10032000	5794300	7745800	0	0	0	0	3405900	4416800	0	6589900	0	5839300	0	7427200	0	0	0	0	0	0	0	6255200	0	8298400	0	9013500	0	0	0	0	0	0							9	9	2	72.8	72.8	10.6	17.058	0	50.041	96971000	12	AT1G04270.2;AT1G04270.1;AT5G43640.1;AT5G09500.1;AT5G09490.1	AT1G04270.2;AT1G04270.1	AT1G04270.2 | Symbols: RPS15 | cytosolic ribosomal protein S15 | chr1:1141852-1142960 REVERSE LENGTH=151;AT1G04270.1 | Symbols: RPS15 | cytosolic ribosomal protein S15 | chr1:1141852-1142960 REVERSE LENGTH=152
28950000	23575000	49457000	46047000	25304000	36957000	32573000	31124000	24071000	17504000	18818000	16761000	47459000	23289000	116990000	134260000	58532000	66681000	88374000	73946000	24467000	31411000	33410000	29790000	48463000	53700000	33071000	33964000	48770000	55854000	91304000	72419000	24016000	0	24710000	29476000	84533000	77490000	26170000	28319000	32614000	18293000	35696000	49221000	33823000	14103000	18932000	24939000							14	14	14	52.1	52.1	52.1	35.571	0	188.08	2039600000	227	AT1G04410.1;AT5G43330.1;AT5G56720.1	AT1G04410.1	AT1G04410.1 | Symbols:  | Lactate/malate dehydrogenase family protein | chr1:1189418-1191267 REVERSE LENGTH=332
126290000	105070000	146410000	121410000	71856000	63227000	0	12842000	10285000	0	3436800	0	166560000	167530000	310530000	250130000	182230000	287780000	14203000	0	0	18302000	31304000	22207000	207740000	148610000	209530000	160000000	81024000	109200000	0	0	0	0	0	21697000	173300000	192330000	132010000	136720000	151690000	117470000	0	0	0	0	31004000	0							12	12	12	84.8	84.8	84.8	13.406	0	88.212	3983900000	165	AT3G04400.2;AT3G04400.1;AT2G33370.1;AT1G04480.1	AT3G04400.2;AT3G04400.1;AT2G33370.1;AT1G04480.1	AT3G04400.2 | Symbols: emb2171 | Ribosomal protein L14p/L23e family protein | chr3:1167611-1168308 FORWARD LENGTH=125;AT3G04400.1 | Symbols: emb2171 | Ribosomal protein L14p/L23e family protein | chr3:1167339-1168308 FORWARD LENGTH=140;AT2G33370.1 | Symbol
2796200	0	0	0	3881100	0	0	0	0	0	0	0	0	0	0	0	4653000	0	0	0	0	0	0	0	0	0	0	4534700	5505400	4942300	0	0	0	0	0	0	0	0	0	0	0	4283100	0	0	0	0	0	0							2	2	2	12.5	12.5	12.5	36.538	0	4.4795	30596000	3	AT1G04690.1	AT1G04690.1	AT1G04690.1 | Symbols: KAB1, KV-BETA1 | potassium channel beta subunit 1 | chr1:1313662-1315420 FORWARD LENGTH=328
18697000	6996000	7520200	7663300	6315300	6893100	0	0	0	1315100	6041800	2389500	615940000	552960000	357440000	408000000	1060900000	980970000	1800400000	1511300000	944600000	921590000	854160000	949890000	2819700000	2842600000	2686100000	2540000000	1990200000	2276100000	1555100000	1585400000	2192900000	1920800000	2191400000	2369100000	1540500000	1263700000	1105700000	1232700000	1585600000	1212500000	1314200000	1289000000	2849200000	2527200000	1120600000	1186000000				RPN2b	RP	RPN	69	29	29	64.3	32.5	32.5	108.86	0	323.31	57172000000	1362	AT1G04810.1	AT1G04810.1	AT1G04810.1 | Symbols:  | 26S proteasome regulatory complex, non-ATPase subcomplex, Rpn2/Psmd1 subunit | chr1:1350304-1355261 FORWARD LENGTH=1001
15861000	12847000	12397000	8295200	18736000	14229000	1681800	2385900	4233100	3648200	5230100	4671600	0	37127000	43042000	33701000	0	15504000	17965000	0	0	0	23124000	13901000	30639000	26330000	22994000	14285000	19636000	16273000	0	0	0	0	0	0	27789000	19800000	12906000	13901000	31922000	14162000	0	0	0	0	0	12628000							22	22	1	61.1	61.1	3.1	49.54	0	323.31	551850000	30	AT1G50010.1;AT1G04820.1	AT1G50010.1;AT1G04820.1	AT1G50010.1 | Symbols: TUA2 | tubulin alpha-2 chain | chr1:18517737-18519729 FORWARD LENGTH=450;AT1G04820.1 | Symbols: TUA4, TOR2 | tubulin alpha-4 chain | chr1:1356421-1358266 REVERSE LENGTH=450
20592000	18011000	26328000	29476000	32550000	29432000	0	0	0	1940300	8343100	8840300	27413000	35319000	59961000	63612000	26957000	12686000	0	37372000	0	0	0	0	29342000	38889000	32941000	33552000	28726000	26590000	0	16975000	16447000	24413000	0	0	40181000	34019000	31044000	32746000	39130000	41092000	0	0	19971000	0	18422000	14073000							10	10	10	47.1	47.1	47.1	24.705	0	48.577	957380000	83	AT1G05190.1	AT1G05190.1	AT1G05190.1 | Symbols: emb2394 | Ribosomal protein L6 family | chr1:1502515-1503738 REVERSE LENGTH=223
66346000	56678000	74958000	54500000	88348000	86661000	13055000	4146500	56926000	42019000	30305000	36606000	27271000	23185000	44412000	51731000	33544000	26250000	25889000	27390000	22756000	18036000	16889000	18424000	100430000	86446000	35260000	26859000	52933000	61677000	79394000	74443000	28068000	34177000	17039000	15084000	146870000	117630000	30374000	21473000	40443000	36394000	50123000	43577000	34590000	20070000	33459000	41170000							9	9	9	53	53	53	23.759	0	153.17	2217600000	226	AT1G06680.2;AT1G06680.1;AT2G30790.1	AT1G06680.2;AT1G06680.1	AT1G06680.2 | Symbols: PSBP-1, OEE2, PSII-P | photosystem II subunit P-1 | chr1:2048076-2049186 FORWARD LENGTH=219;AT1G06680.1 | Symbols: PSBP-1, OEE2, PSII-P, OE23 | photosystem II subunit P-1 | chr1:2047940-2049186 FORWARD LENGTH=263
0	0	0	0	0	0	0	0	0	0	0	0	0	0	7622700	5901500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4130200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							1	1	1	14	14	14	25.601	0	11.56	17654000	2	AT1G07140.1	AT1G07140.1	AT1G07140.1 | Symbols: SIRANBP | Pleckstrin homology (PH) domain superfamily protein | chr1:2192360-2193688 REVERSE LENGTH=228
3878200	4681300	6783300	6053300	4264700	3302600	0	0	5239900	5085500	5820200	6268600	8221900	8054400	14685000	9272000	6882000	0	8760000	10167000	0	0	2918800	12146000	10148000	8626200	10539000	7971100	4707600	5635700	0	3714100	4799400	7601900	0	0	11037000	8027900	7774700	8036700	6859300	7917000	8425300	5344900	8025200	7743400	7340800	11932000							8	8	8	38.8	38.8	38.8	30.142	0	17.2	294690000	35	AT1G07320.4;AT1G07320.3;AT1G07320.2;AT1G07320.1	AT1G07320.4;AT1G07320.3;AT1G07320.2;AT1G07320.1	AT1G07320.4 | Symbols: RPL4 | ribosomal protein L4 | chr1:2249190-2250173 FORWARD LENGTH=278;AT1G07320.3 | Symbols: RPL4 | ribosomal protein L4 | chr1:2249190-2250026 FORWARD LENGTH=278;AT1G07320.2 | Symbols: RPL4 | ribosomal protein L4 | chr1:2249190-2250
0	0	8723800	4706700	0	0	3807000	2948400	10201000	4713500	15170000	11179000	5124700	7167900	5772200	0	0	12427000	0	8877800	8474300	6781900	0	0	5931000	4694100	7354800	15540000	7575900	10797000	6010900	9917800	0	8414600	18045000	16342000	6626900	6604800	8311000	8726300	6437400	10105000	31206000	15031000	29246000	28777000	21055000	22620000							8	8	8	58.3	58.3	58.3	11.409	0	20.328	421440000	36	AT5G59970.1;AT5G59690.1;AT3G53730.1;AT3G46320.1;AT3G45930.1;AT2G28740.1;AT1G07820.2;AT1G07820.1;AT1G07660.1;AT1G07660.2	AT5G59970.1;AT5G59690.1;AT3G53730.1;AT3G46320.1;AT3G45930.1;AT2G28740.1;AT1G07820.2;AT1G07820.1;AT1G07660.1;AT1G07660.2	AT5G59970.1 | Symbols:  | Histone superfamily protein | chr5:24146352-24146663 REVERSE LENGTH=103;AT5G59690.1 | Symbols:  | Histone superfamily protein | chr5:24051649-24051960 FORWARD LENGTH=103;AT3G53730.1 | Symbols:  | Histone superfamily protein | chr3
62638000	38873000	60258000	32222000	19683000	16462000	0	0	10140000	9869000	22938000	13851000	97026000	60165000	146360000	121440000	100270000	74098000	0	15612000	0	0	13053000	14798000	92368000	116160000	90614000	57146000	59030000	49675000	25178000	12051000	16262000	8213800	19721000	15192000	108530000	54974000	67904000	45616000	111110000	54310000	26839000	39786000	0	0	25435000	26958000							8	8	3	53.1	53.1	23.8	14.804	0	74.557	2052800000	84	AT5G59850.1;AT1G07770.2;AT1G07770.1;AT2G39590.1	AT5G59850.1;AT1G07770.2;AT1G07770.1	AT5G59850.1 | Symbols:  | Ribosomal protein S8 family protein | chr5:24112499-24113084 REVERSE LENGTH=130;AT1G07770.2 | Symbols: RPS15A | ribosomal protein S15A | chr1:2408413-2409065 REVERSE LENGTH=130;AT1G07770.1 | Symbols: RPS15A | ribosomal protein S15
0	0	5965700	0	5742800	5264100	0	0	0	15148000	33294000	27565000	0	0	0	0	0	0	0	0	0	8826600	9342500	8843200	0	0	0	0	0	0	10940000	0	0	0	0	0	0	0	0	0	0	0	15273000	0	64612000	0	34976000	0							3	3	3	24.1	24.1	24.1	15.732	0	5.4693	245790000	8	AT5G22880.1;AT3G46030.1;AT1G07790.1;AT5G59910.1;AT3G45980.1;AT2G28720.1;AT5G02570.1;AT2G37470.1;AT3G09480.1;AT3G53650.1	AT5G22880.1;AT3G46030.1;AT1G07790.1;AT5G59910.1;AT3G45980.1;AT2G28720.1;AT5G02570.1;AT2G37470.1	AT5G22880.1 | Symbols: H2B, HTB2 | histone B2 | chr5:7652130-7652567 REVERSE LENGTH=145;AT3G46030.1 | Symbols: HTB11 | Histone superfamily protein | chr3:16913614-16914051 REVERSE LENGTH=145;AT1G07790.1 | Symbols: HTB1 | Histone superfamily protein | chr1:
